"Player","Born","minAge","MP","Starts","Min","Full90s","G","A","NPG","PK","G90","NPG90","A90","NPG+A90","Over27"
"Alberto Cossentino",1988,18,1,0,80,0.9,0,0,0,0,0,0,0,0,""
"Alberto de la Bella",1985,24,159,153,13693,152.3,5,11,5,0,0.03286350690133645,0.03286350690133645,0.07229971518294019,0.10516322208427664,""
"Alberto Escassi",1989,20,1,0,9,0.1,0,0,0,0,0,0,0,0,""
"Alberto Fontana",1967,33,121,119,10482,116.4,0,0,0,0,0,0,0,0,"*"
"Alberto Fontana",1974,27,25,18,1881,20.9,0,0,0,0,0,0,0,0,"*"
"Alberto Frison",1988,24,18,18,1620,18,0,0,0,0,0,0,0,0,""
"Alberto García",1985,22,24,24,2160,24,0,0,0,0,0,0,0,0,""
"Alberto Gilardino",1982,17,514,406,36836,409.6,189,34,173,16,0.46177652296666305,0.4226843305462048,0.08307090889347378,0.5057552394396786,""
"Alberto Giuliatto",1983,21,50,36,3451,38.3,0,1,0,0,0,0,0.02607939727615184,0.02607939727615184,""
"Alberto Grassi",1995,19,128,85,7744,85.9,5,2,5,0,0.058109504132231406,0.058109504132231406,0.02324380165289256,0.08135330578512397,""
"Alberto Guitián",1990,25,1,1,90,1,0,0,0,0,0,0,0,0,""
"Alberto Libertazzi",1992,18,1,0,2,0,0,0,0,0,0,0,0,0,""
"Alberto López",1995,22,1,0,45,0.5,0,0,0,0,0,0,0,0,""
"Alberto López Arteseros",1988,19,1,0,10,0.1,0,0,0,0,0,0,0,0,""
"Alberto López Moreno",1967,31,81,26,3231,35.9,10,3,10,0,0.2785515320334262,0.2785515320334262,0.08356545961002786,0.36211699164345407,"*"
"Alberto Lopo",1980,18,409,394,34199,380.3,18,4,18,0,0.0473698061346823,0.0473698061346823,0.010526623585484956,0.05789642972016726,""
"Alberto Lora",1987,21,141,125,11401,126.7,3,9,3,0,0.023682133146215246,0.023682133146215246,0.07104639943864573,0.09472853258486097,""
"Alberto Malusci",1972,28,18,7,711,7.9,0,0,0,0,0,0,0,0,"*"
"Alberto Marchiori",1993,18,1,0,33,0.4,0,0,0,0,0,0,0,0,""
"Alberto Marcos Rey",1974,24,290,286,25209,280.1,1,13,1,0,0.003570153516601214,0.003570153516601214,0.04641199571581578,0.04998214923241699,""
"Alberto Martín",1989,27,16,14,1189,13.2,0,0,0,0,0,0,0,0,"*"
"Alberto Martínez Díaz",1962,35,3,2,137,1.5,0,0,0,0,0,0,0,0,"*"
"Alberto Méndez",1974,22,10,1,248,2.8000000000000003,0,0,0,0,0,0,0,0,""
"Alberto Montejo",1988,19,1,0,10,0.1,0,0,0,0,0,0,0,0,""
"Alberto Moreno",1992,19,180,141,12804,142.1,9,8,9,0,0.06326148078725398,0.06326148078725398,0.056232427366447985,0.11949390815370196,""
"Alberto Noguera",1989,20,2,0,9,0.1,0,0,0,0,0,0,0,0,""
"Alberto Paleari",1992,27,3,2,206,2.3,0,0,0,0,0,0,0,0,"*"
"Alberto Paloschi",1990,17,280,177,16191,179.9,61,12,54,7,0.3390772651473041,0.30016675931072817,0.06670372429127293,0.3668704836020011,""
"Alberto Pelagotti",1989,25,9,9,810,9,0,0,0,0,0,0,0,0,""
"Alberto Perea",1990,20,56,30,2910,32.3,3,4,3,0,0.09278350515463918,0.09278350515463918,0.12371134020618557,0.21649484536082475,""
"Alberto Pomini",1981,32,7,6,564,6.3,0,0,0,0,0,0,0,0,"*"
"Alberto Quadri",1983,23,1,1,60,0.7,0,0,0,0,0,0,0,0,""
"Alberto Redondo",1997,20,1,1,90,1,0,0,0,0,0,0,0,0,""
"Alberto Rivera",1978,21,293,222,20439,227.2,11,15,8,3,0.048436811977102597,0.03522677234698371,0.06605019815059446,0.10127697049757817,""
"Alberto Ruiz",1977,26,4,2,136,1.5,0,0,0,0,0,0,0,0,""
"Alberto Saavedra Brazo",1971,26,34,24,2252,25,3,0,3,0,0.11989342806394317,0.11989342806394317,0,0.11989342806394317,""
"Alberto Savino",1973,25,85,81,7078,78.7,2,0,2,0,0.025430912687199776,0.025430912687199776,0,0.025430912687199776,""
"Alberto Soro",1999,21,27,10,923,10.3,1,2,1,0,0.09750812567713976,0.09750812567713976,0.19501625135427952,0.2925243770314193,""
"Alberto Toril",1973,25,16,8,792,8.8,2,0,1,1,0.2272727272727273,0.11363636363636365,0,0.11363636363636365,""
"Alberto Valentim",1975,24,162,115,9877,109.9,3,9,3,0,0.027336235699098918,0.027336235699098918,0.08200870709729675,0.10934494279639567,""
"Alberto Zapater",1985,19,166,138,12492,138.9,6,6,5,1,0.043227665706051875,0.03602305475504323,0.043227665706051875,0.0792507204610951,""
"Albian Ajeti",1997,18,10,0,176,1.9,0,0,0,0,0,0,0,0,""
"Albin Ebondo",1984,19,237,222,20131,223.8,4,14,4,0,0.017882867219710892,0.017882867219710892,0.06259003526898813,0.08047290248869901,""
"Albin Ekdal",1989,19,338,279,24150,268.2,14,9,14,0,0.05217391304347826,0.05217391304347826,0.03354037267080746,0.08571428571428572,""
